,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,MiddleSchool_ELA_TotalStudents,MiddleSchool_ELA_Total4s,MiddleSchool_ELA_AIAN4s,MiddleSchool_ELA_Black4s,MiddleSchool_ELA_Hispanic4s,MiddleSchool_ELA_Asian4s,MiddleSchool_ELA_White4s,MiddleSchool_ELA_Multiracial4s,MiddleSchool_ELA_LimitedEng4s,MiddleSchool_ELA_EcoDisadv4s,MiddleSchool_Math_TotalStudents,MiddleSchool_Math_Total4s,MiddleSchool_Math_AIAN4s,MiddleSchool_Math_Black4s,MiddleSchool_Math_Hispanic4s,MiddleSchool_Math_Asian4s,MiddleSchool_Math_White4s,MiddleSchool_Math_Multiracial4s,MiddleSchool_Math_LimitedEng4s,MiddleSchool_Math_EcoDisadv4s,DBN,School,Total_Students,Testers,Offers,Perc_Testers,Perc_Offers,Offer
447,J.H.S. 190 RUSSELL SAGE,342800010190,28Q190,28,40.723014,-73.851845,"68-17 AUSTIN ST FOREST HILLS, NY 11375",FOREST HILLS,11375,"06,07,08",06,08,No,0.37200000000000005,,0.08,0.33,0.07,0.28,0.29,0.95,0.12,0.86,Meeting Target,0.81,Meeting Target,0.8,Meeting Target,0.72,Approaching Target,0.7,Not Meeting Target,0.82,Approaching Target,Meeting Target,2.85,3.03,984,0.22052845528455284,0.0,0.00508130081300813,0.036585365853658534,0.09959349593495935,0.06707317073170732,0.0,0.0,0.057926829268292686,1002,0.3283433133732535,0.0,0.008982035928143712,0.03792415169660679,0.16966067864271456,0.09880239520958084,0.0,0.008982035928143712,0.09880239520958084,28Q190,J.H.S. 190 RUSSELL SAGE,371.0,170.0,65.0,45.82210242587601,17.52021563342318,1
448,J.H.S. 217 ROBERT A. VAN WYCK,342800010217,28Q217,28,40.710509,-73.811875,"85-05 144TH ST JAMAICA, NY 11435",JAMAICA,11435,"06,07,08",06,08,No,0.628,,0.18,0.37,0.13,0.41,0.06,0.93,0.19,0.91,Meeting Target,0.95,Meeting Target,0.87,Meeting Target,0.9,Exceeding Target,0.75,Approaching Target,0.94,Exceeding Target,Exceeding Target,2.64,2.64,1477,0.0995260663507109,0.002708192281651997,0.010155721056194989,0.021665538253215978,0.06093432633716994,0.004062288422477996,0.0,0.0,0.046039268788083954,1091,0.11824014665444546,0.002749770852428964,0.007332722273143905,0.01924839596700275,0.0843263061411549,0.00458295142071494,0.0,0.0018331805682859762,0.06507791017415215,28Q217,J.H.S. 217 ROBERT A. VAN WYCK,581.0,160.0,26.0,27.538726333907054,4.475043029259897,1
449,YORK EARLY COLLEGE ACADEMY,342800011284,28Q284,28,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",JAMAICA,11433,"06,07,08,09,10,11,12",06,12,No,0.428,,0.01,0.29,0.51,0.1,0.01,0.96,0.07,0.9,Meeting Target,0.91,Meeting Target,0.88,Exceeding Target,0.83,Meeting Target,0.78,Meeting Target,0.91,Meeting Target,Meeting Target,2.92,3.13,275,0.18545454545454546,0.01090909090909091,0.09454545454545454,0.02909090909090909,0.04727272727272727,0.0,0.0,0.0,0.13454545454545455,181,0.26519337016574585,0.03867403314917127,0.08287292817679558,0.049723756906077346,0.09392265193370165,0.0,0.0,0.0,0.18232044198895028,28Q284,YORK EARLY COLLEGE ACADEMY,92.0,16.0,2.5,17.391304347826086,2.717391304347826,1
450,THE EMERSON SCHOOL,342800010287,28Q287,28,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",JAMAICA,11433,"06,07,08",06,08,No,0.7040000000000001,,0.07,0.11,0.58,0.2,0.02,0.93,0.26,0.76,Approaching Target,0.9,Meeting Target,0.78,Meeting Target,0.84,Meeting Target,0.79,Meeting Target,0.89,Meeting Target,Approaching Target,2.22,2.3,315,0.0380952380952381,0.0,0.01904761904761905,0.009523809523809525,0.009523809523809525,0.0,0.0,0.0,0.025396825396825397,301,0.026578073089700997,0.0,0.006644518272425249,0.0033222591362126247,0.013289036544850499,0.0,0.0,0.0,0.019933554817275746,28Q287,THE EMERSON SCHOOL,135.0,32.0,2.5,23.703703703703706,1.8518518518518516,1
451,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,342800011310,28Q310,28,40.713395,-73.797066,"167-01 GOTHIC DR JAMAICA, NY 11432",JAMAICA,11432,"06,07,08,09,10,11,12",06,12,No,0.5489999999999999,,0.09,0.27,0.51,0.15,0.03,0.95,0.13,0.86,Meeting Target,0.83,Approaching Target,0.83,Meeting Target,0.72,Approaching Target,0.72,Approaching Target,0.84,Approaching Target,Meeting Target,2.47,2.53,231,0.04329004329004329,0.0,0.017316017316017316,0.004329004329004329,0.008658008658008658,0.0,0.0,0.0,0.04329004329004329,231,0.12987012987012986,0.0,0.03896103896103896,0.012987012987012988,0.05627705627705628,0.0,0.0,0.0,0.12554112554112554,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,87.0,20.0,2.5,22.988505747126435,2.8735632183908044,1
452,REDWOOD MIDDLE SCHOOL,342800010332,28Q332,28,40.675061,-73.77561,"133-25 GUY R BREWER BLVD JAMAICA, NY 11434",JAMAICA,11434,"06,07,08",06,08,No,0.578,,0.02,0.09,0.77,0.08,0.01,0.94,0.19,0.91,,0.99,,0.91,,0.98,,0.85,,0.98,,,2.37,2.44,194,0.041237113402061855,0.0,0.030927835051546393,0.005154639175257732,0.005154639175257732,0.0,0.0,0.0,0.02577319587628866,195,0.046153846153846156,0.0,0.02564102564102564,0.0,0.010256410256410256,0.0,0.0,0.0,0.041025641025641026,28Q332,REDWOOD MIDDLE SCHOOL,100.0,25.0,2.5,25.0,2.5,1
453,M.S. 358,342800010358,28Q358,28,40.708473,-73.797859,"88-06 164TH ST JAMAICA, NY 11432",JAMAICA,11432,"06,07,08",06,08,No,,,0.19,0.23,0.38,0.32,0.02,,,,,,,,,,,,,,,,,,116,0.08620689655172414,0.0,0.0,0.02586206896551724,0.05172413793103448,0.0,0.0,0.0,0.07758620689655173,116,0.04310344827586207,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,,,,,,,,0
454,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,342800011680,28Q680,28,40.71855,-73.805991,"160-20 GOETHALS AVE JAMAICA, NY 11432",JAMAICA,11432,"07,08,09,10,11,12",07,12,No,0.41,,0.0,0.47,0.35,0.11,0.03,0.98,0.01,0.85,Meeting Target,0.59,Meeting Target,0.82,Exceeding Target,0.45,Not Meeting Target,0.66,Not Meeting Target,0.64,Not Meeting Target,Meeting Target,3.43,3.53,258,0.5426356589147286,0.01937984496124031,0.11627906976744186,0.01937984496124031,0.35271317829457366,0.0,0.0,0.0,0.3682170542635659,256,0.55859375,0.015625,0.09375,0.01171875,0.390625,0.0,0.0,0.0,0.3671875,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,89.0,63.0,28.0,70.78651685393258,31.46067415730337,1
455,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",342800011896,28Q896,28,40.708431,-73.80419599999999,"150-91 87TH RD JAMAICA, NY 11432",JAMAICA,11432,"07,08,09,10,11,12",07,12,No,0.496,,0.02,0.32,0.46,0.14,0.03,0.96,0.06,0.83,Approaching Target,0.85,Approaching Target,0.79,Meeting Target,0.8,Meeting Target,0.76,Approaching Target,0.87,Meeting Target,Meeting Target,3.06,3.0,220,0.25,0.0,0.08181818181818182,0.004545454545454545,0.14545454545454545,0.0,0.0,0.0,0.19545454545454546,220,0.2727272727272727,0.0,0.05909090909090909,0.004545454545454545,0.17272727272727273,0.0,0.0,0.0,0.21363636363636362,28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",79.0,31.0,2.5,39.24050632911392,3.1645569620253164,1
456,I.S. 059 SPRINGFIELD GARDENS,342900010059,29Q059,29,40.681888,-73.75304399999999,"132-55 RIDGEDALE ST SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"06,07,08",06,08,No,0.46799999999999997,,0.02,0.01,0.91,0.05,0.01,0.93,0.2,0.94,Meeting Target,0.87,Meeting Target,0.81,Meeting Target,0.79,Approaching Target,0.78,Approaching Target,0.85,Approaching Target,Approaching Target,2.38,2.3,527,0.06261859582542695,0.0,0.06072106261859583,0.0,0.0,0.0,0.0,0.0,0.04554079696394687,507,0.027613412228796843,0.0,0.02564102564102564,0.0019723865877712033,0.0,0.0,0.0,0.0,0.01775147928994083,29Q059,I.S. 059 SPRINGFIELD GARDENS,182.0,63.0,2.5,34.61538461538461,1.3736263736263736,1
457,JEAN NUZZI INTERMEDIATE SCHOOL,342900010109,29Q109,29,40.720411999999996,-73.746572,"213-10 92ND AVE QUEENS VILLAGE, NY 11428",QUEENS VILLAGE,11428,"06,07,08",06,08,No,0.435,,0.1,0.33,0.4,0.21,0.04,0.94,0.16,0.89,Meeting Target,0.86,Approaching Target,0.78,Approaching Target,0.82,Meeting Target,0.72,Approaching Target,0.86,Approaching Target,Meeting Target,2.53,2.55,924,0.10606060606060606,0.0010822510822510823,0.04112554112554113,0.01406926406926407,0.046536796536796536,0.0,0.0,0.0,0.07142857142857142,846,0.08037825059101655,0.0,0.02127659574468085,0.0070921985815602835,0.0508274231678487,0.0,0.0,0.002364066193853428,0.0591016548463357,29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,323.0,90.0,2.5,27.86377708978328,0.7739938080495357,1
458,P.S./I.S. 116 WILLIAM C. HUGHLEY,342900010116,29Q116,29,40.700759999999995,-73.78191600000001,"107-25 WREN PL JAMAICA, NY 11433",JAMAICA,11433,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.748,48919.46,0.11,0.05,0.6,0.32,0.02,0.91,0.38,0.86,Meeting Target,0.83,Meeting Target,0.8,Approaching Target,0.77,Meeting Target,0.85,Meeting Target,0.87,Meeting Target,Approaching Target,2.26,2.24,159,0.031446540880503145,0.0,0.025157232704402517,0.006289308176100629,0.0,0.0,0.0,0.0,0.006289308176100629,163,0.018404907975460124,0.0,0.012269938650306749,0.006134969325153374,0.0,0.0,0.0,0.0,0.0,29Q116,P.S./I.S. 116 WILLIAM C. HUGHLEY,62.0,2.5,2.5,4.032258064516129,4.032258064516129,1
459,P.S./M.S. 138 SUNRISE,342900010138,29Q138,29,40.659983000000004,-73.734434,"251-11 WELLER AVE ROSEDALE, NY 11422",ROSEDALE,11422,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.545,79063.05,0.04,0.03,0.84,0.08,0.02,0.94,0.19,0.86,Meeting Target,0.86,Meeting Target,0.79,Approaching Target,0.82,Meeting Target,0.81,Approaching Target,0.87,Approaching Target,Approaching Target,2.27,2.16,303,0.026402640264026403,0.0,0.019801980198019802,0.006600660066006601,0.0,0.0,0.0,0.0,0.009900990099009901,302,0.023178807947019868,0.0,0.013245033112582781,0.006622516556291391,0.0,0.0,0.0,0.0,0.009933774834437087,29Q138,P.S./M.S. 138 SUNRISE,100.0,15.0,2.5,15.0,2.5,1
460,P.S./M.S. 147 RONALD MCNAIR,342900010147,29Q147,29,40.698026,-73.740151,"218-01 116TH AVE CAMBRIA HEIGHTS, NY 11411",CAMBRIA HEIGHTS,11411,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.48,74346.24,0.03,0.01,0.95,0.02,0.01,0.92,0.3,0.85,Approaching Target,0.72,Approaching Target,0.9,Approaching Target,0.65,Not Meeting Target,0.72,Not Meeting Target,0.82,Approaching Target,Approaching Target,2.41,2.29,198,0.03535353535353535,0.0,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,0.03535353535353535,193,0.0051813471502590676,0.0,0.0051813471502590676,0.0,0.0,0.0,0.0,0.0,0.0051813471502590676,29Q147,P.S./M.S. 147 RONALD MCNAIR,71.0,9.0,2.5,12.676056338028168,3.5211267605633805,1
461,I.S. 192 THE LINDEN,342900010192,29Q192,29,40.706768,-73.753793,"109-89 204TH ST SAINT ALBANS, NY 11412",SAINT ALBANS,11412,"06,07,08",06,08,No,0.48700000000000004,,0.05,0.03,0.86,0.08,0.01,0.94,0.14,0.92,Approaching Target,0.95,Meeting Target,0.92,Exceeding Target,0.9,Exceeding Target,0.98,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.32,2.13,495,0.03838383838383838,0.0,0.03232323232323232,0.0,0.00202020202020202,0.0,0.0,0.0,0.01818181818181818,482,0.01867219917012448,0.0,0.014522821576763486,0.002074688796680498,0.0,0.0,0.0,0.0,0.012448132780082987,29Q192,I.S. 192 THE LINDEN,228.0,41.0,2.5,17.982456140350877,1.0964912280701753,1
462,P.S./I.S. 208,342900010208,29Q208,26,40.744184000000004,-73.727581,"74-30 COMMONWLTH BLVD BELLEROSE, NY 11426",BELLEROSE,11426,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.302,73222.68,0.01,0.09,0.75,0.13,0.01,0.96,0.06,0.94,Exceeding Target,0.93,Exceeding Target,0.88,Meeting Target,0.84,Meeting Target,0.83,Approaching Target,0.91,Meeting Target,Meeting Target,2.86,2.92,263,0.12927756653992395,0.0,0.07984790874524715,0.034220532319391636,0.0076045627376425855,0.0,0.0,0.0,0.057034220532319393,263,0.20912547528517111,0.0,0.1444866920152091,0.034220532319391636,0.015209125475285171,0.0,0.0,0.0,0.10266159695817491,29Q208,P.S./I.S. 208,85.0,30.0,2.5,35.294117647058826,2.941176470588235,1
463,I.S. 238 - SUSAN B. ANTHONY ACADEMY,342900010238,29Q238,29,40.712771999999994,-73.780173,"88-15 182ND ST HOLLIS, NY 11423",HOLLIS,11423,"06,07,08",06,08,No,0.609,,0.15,0.27,0.39,0.28,0.02,0.93,0.21,0.81,Meeting Target,0.79,Approaching Target,0.8,,0.75,Approaching Target,0.73,Approaching Target,0.87,Meeting Target,Approaching Target,2.34,2.33,1406,0.041251778093883355,0.0021337126600284497,0.009246088193456615,0.008534850640113799,0.01991465149359886,0.0007112375533428165,0.0,0.0,0.033428165007112376,1324,0.033987915407854986,0.0015105740181268882,0.0030211480362537764,0.0030211480362537764,0.02416918429003021,0.0,0.0,0.0007552870090634441,0.030966767371601207,29Q238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,536.0,141.0,8.0,26.30597014925373,1.4925373134328357,1
464,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,342900011259,29Q259,29,40.706768,-73.753793,"109-89 204TH ST SAINT ALBANS, NY 11412",SAINT ALBANS,11412,"06,07,08,09,10,11,12",06,12,No,0.396,,0.03,0.04,0.88,0.06,0.01,0.96,0.1,0.86,Approaching Target,0.83,Meeting Target,0.84,Meeting Target,0.76,Approaching Target,0.75,Approaching Target,0.85,Approaching Target,Approaching Target,2.54,2.24,209,0.07177033492822966,0.0,0.05263157894736842,0.004784688995215311,0.0,0.0,0.0,0.0,0.04784688995215311,180,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,82.0,2.5,2.5,3.048780487804878,3.048780487804878,1
465,P.S./I.S. 268,342900010268,29Q268,29,40.707652,-73.785219,"92-07 175TH ST JAMAICA, NY 11433",JAMAICA,11433,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.65,47432.34,0.08,0.27,0.34,0.27,0.02,0.94,0.16,0.91,Meeting Target,0.83,Meeting Target,0.88,Meeting Target,0.73,Approaching Target,0.78,Approaching Target,0.82,Approaching Target,Meeting Target,2.69,2.71,177,0.1016949152542373,0.0,0.03389830508474576,0.011299435028248588,0.04519774011299435,0.0,0.0,0.0,0.062146892655367235,161,0.09316770186335403,0.0,0.006211180124223602,0.031055900621118012,0.031055900621118012,0.0,0.0,0.0,0.06832298136645963,29Q268,P.S./I.S. 268,66.0,11.0,2.5,16.666666666666664,3.787878787878788,1
466,THE GORDON PARKS SCHOOL,342900010270,29Q270,29,40.674937,-73.73674100000001,"233-15 MERRICK BLVD ROSEDALE, NY 11422",ROSEDALE,11422,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.358,77770.17,0.0,0.01,0.97,0.02,0.0,0.96,0.09,0.91,Meeting Target,0.78,Approaching Target,0.87,Meeting Target,0.73,Approaching Target,0.82,Approaching Target,0.84,Approaching Target,Meeting Target,2.66,2.63,234,0.10683760683760683,0.0,0.05982905982905983,0.0,0.0,0.0,0.0,0.0,0.05982905982905983,208,0.09615384615384616,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.04807692307692308,29Q270,THE GORDON PARKS SCHOOL,67.0,33.0,2.5,49.25373134328358,3.731343283582089,1
467,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,342900011283,29Q283,29,40.668105,-73.757899,"143-10 SPRINGFIELD BLVD SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"06,07,08,09,10,11,12",06,12,No,0.46399999999999997,,0.01,0.04,0.85,0.06,0.02,0.97,0.03,0.94,Exceeding Target,0.93,Exceeding Target,0.88,Exceeding Target,0.92,Exceeding Target,0.81,Meeting Target,0.91,Meeting Target,Meeting Target,2.68,2.6,161,0.11180124223602485,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.062111801242236024,109,0.11926605504587157,0.0,0.07339449541284404,0.0,0.0,0.0,0.0,0.0,0.07339449541284404,29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,53.0,12.0,2.5,22.641509433962266,4.716981132075472,1
468,QUEENS UNITED MIDDLE SCHOOL,342900010289,29Q289,29,40.672087,-73.743438,"229-02 137TH AVE SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"06,07,08",06,08,No,0.36700000000000005,,0.02,0.01,0.86,0.05,0.01,0.95,0.13,0.75,Meeting Target,0.86,Meeting Target,0.85,Meeting Target,0.84,Meeting Target,0.84,Meeting Target,0.91,Meeting Target,Not Meeting Target,2.34,2.18,224,0.04017857142857143,0.0,0.026785714285714284,0.0,0.0,0.0,0.0,0.0,0.022321428571428572,208,0.014423076923076924,0.0,0.014423076923076924,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,29Q289,QUEENS UNITED MIDDLE SCHOOL,74.0,21.0,2.5,28.37837837837838,3.3783783783783785,1
469,P.S./I.S. 295,342900010295,29Q295,29,40.720729999999996,-73.731394,"222-14 JAMAICA AVE QUEENS VILLAGE, NY 11428",QUEENS VILLAGE,11428,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.419,67828.27,0.11,0.38,0.25,0.28,0.05,0.96,0.07,0.95,Meeting Target,0.85,Meeting Target,0.87,Meeting Target,0.69,Not Meeting Target,0.81,Approaching Target,0.82,Approaching Target,Meeting Target,2.82,2.85,171,0.23391812865497075,0.0,0.03508771929824561,0.029239766081871343,0.15204678362573099,0.0,0.0,0.0,0.15204678362573099,159,0.23270440251572327,0.0,0.018867924528301886,0.025157232704402517,0.18867924528301888,0.0,0.0,0.0,0.14465408805031446,29Q295,P.S./I.S. 295,60.0,25.0,2.5,41.66666666666667,4.166666666666666,1
470,EAGLE ACADEMY FOR YOUNG MEN III,342900011327,29Q327,29,40.691665,-73.778987,"171-10 LINDEN BLVD JAMAICA, NY 11434",JAMAICA,11434,"06,07,08,09,10,11,12",06,12,No,0.419,,0.0,0.01,0.86,0.03,0.03,0.93,0.27,0.81,Meeting Target,0.66,Meeting Target,0.81,,0.61,Approaching Target,0.84,,0.8,,Meeting Target,2.41,2.42,214,0.037383177570093455,0.0,0.028037383177570093,0.0,0.0,0.0,0.0,0.0,0.018691588785046728,213,0.023474178403755867,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,29Q327,EAGLE ACADEMY FOR YOUNG MEN III,81.0,12.0,2.5,14.814814814814813,3.0864197530864197,1
471,COLLABORATIVE ARTS MIDDLE SCHOOL,342900010355,29Q355,29,40.664858,-73.759088,"145-00 SPRINGFIELD BLVD SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"06,07,08",06,08,No,0.557,,0.02,0.01,0.91,0.06,0.01,0.92,0.26,0.84,Meeting Target,0.91,Meeting Target,0.78,Approaching Target,0.9,Meeting Target,0.8,Meeting Target,0.89,Meeting Target,Approaching Target,2.21,2.13,383,0.02610966057441253,0.0,0.02610966057441253,0.0,0.0,0.0,0.0,0.0,0.020887728459530026,383,0.02610966057441253,0.0,0.02610966057441253,0.0,0.0,0.0,0.0,0.0,0.020887728459530026,29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,139.0,16.0,2.5,11.510791366906476,1.7985611510791366,1
472,COMMUNITY VOICES MIDDLE SCHOOL,342900010356,29Q356,29,40.664858,-73.759088,"145-00 SPRINGFIELD BLVD SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,"06,07,08",06,08,No,0.547,,0.03,0.01,0.91,0.06,0.01,0.92,0.27,0.81,Meeting Target,0.85,Meeting Target,0.84,Meeting Target,0.87,Meeting Target,0.75,Approaching Target,0.9,Meeting Target,Approaching Target,2.24,2.13,361,0.0443213296398892,0.0,0.0443213296398892,0.0,0.0,0.0,0.0,0.0,0.030470914127423823,341,0.02346041055718475,0.0,0.020527859237536656,0.002932551319648094,0.0,0.0,0.0,0.0,0.020527859237536656,29Q356,COMMUNITY VOICES MIDDLE SCHOOL,120.0,10.0,2.5,8.333333333333332,2.083333333333333,1
473,I.S. 010 HORACE GREELEY,343000010010,30Q010,30,40.759518,-73.912499,"45-11 31ST AVE LONG ISLAND CITY, NY 11103",LONG ISLAND CITY,11103,"06,07,08",06,08,No,0.605,,0.12,0.23,0.06,0.52,0.18,0.94,0.15,0.93,Meeting Target,0.95,Meeting Target,0.88,Meeting Target,0.88,Meeting Target,0.7,Approaching Target,0.93,Meeting Target,Exceeding Target,2.59,2.76,741,0.13090418353576247,0.0,0.0,0.05263157894736842,0.04048582995951417,0.037786774628879895,0.0,0.0,0.06072874493927125,755,0.1337748344370861,0.0,0.0,0.046357615894039736,0.052980132450331126,0.033112582781456956,0.0,0.0,0.06754966887417219,30Q010,I.S. 010 HORACE GREELEY,302.0,84.0,7.0,27.81456953642384,2.3178807947019866,1
474,P.S. 011 KATHRYN PHELAN,343000010011,30Q011,30,40.745517,-73.909077,"54-25 SKILLMAN AVE WOODSIDE, NY 11377",WOODSIDE,11377,"0K,01,02,03,04,05,06",0K,06,No,0.5670000000000001,51298.3,0.25,0.38,0.02,0.5,0.09,0.95,0.12,0.91,Meeting Target,0.9,Exceeding Target,0.92,Exceeding Target,0.85,Meeting Target,0.85,Meeting Target,0.94,Exceeding Target,Exceeding Target,2.76,2.95,137,0.2773722627737226,0.0,0.0,0.072992700729927,0.1678832116788321,0.0,0.0,0.0072992700729927005,0.11678832116788321,138,0.2898550724637681,0.0,0.0,0.06521739130434782,0.18115942028985507,0.0,0.0,0.014492753623188406,0.12318840579710146,,,,,,,,0
475,P.S. 111 JACOB BLACKWELL,343000010111,30Q111,30,40.75855,-73.939237,"37-15 13TH ST LONG ISLAND CITY, NY 11101",LONG ISLAND CITY,11101,"PK,0K,01,02,03,04,05,06,07,08",PK,08,Yes,0.847,26289.11,0.19,0.04,0.41,0.48,0.06,0.89,0.45,0.87,Approaching Target,0.84,Approaching Target,0.84,Approaching Target,0.76,Approaching Target,0.78,Approaching Target,0.83,Approaching Target,Approaching Target,2.06,2.03,88,0.011363636363636364,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,91,0.01098901098901099,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.01098901098901099,30Q111,P.S. 111 JACOB BLACKWELL,33.0,11.0,2.5,33.33333333333333,7.575757575757576,1
476,P.S. 122 MAMIE FAY,343000010122,30Q122,30,40.780311,-73.91658000000001,"21-21 DITMARS BLVD ASTORIA, NY 11105",ASTORIA,11105,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.42100000000000004,54818.42,0.05,0.3,0.06,0.21,0.39,0.96,0.08,0.9,Exceeding Target,0.86,Exceeding Target,0.91,Meeting Target,0.71,Approaching Target,0.78,Approaching Target,0.92,Meeting Target,Exceeding Target,3.38,3.52,284,0.8133802816901409,0.0,0.0,0.035211267605633804,0.4964788732394366,0.20774647887323944,0.0,0.0,0.43309859154929575,192,0.8385416666666666,0.0,0.0,0.052083333333333336,0.5052083333333334,0.20833333333333334,0.0,0.0,0.4427083333333333,30Q122,P.S. 122 MAMIE FAY,81.0,78.0,49.0,96.29629629629629,60.49382716049383,1
477,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,343000010126,30Q126,30,40.766101,-73.929913,"31-51 21ST ST LONG ISLAND CITY, NY 11106",LONG ISLAND CITY,11106,"06,07,08",06,08,No,0.7070000000000001,,0.12,0.25,0.15,0.49,0.1,0.94,0.2,0.9,Exceeding Target,0.97,Exceeding Target,0.91,Meeting Target,0.93,Exceeding Target,0.81,Meeting Target,0.96,Exceeding Target,Meeting Target,2.46,2.51,572,0.14335664335664336,0.0,0.005244755244755245,0.03671328671328671,0.08916083916083917,0.0,0.0,0.0,0.11713286713286714,570,0.18070175438596492,0.0,0.0017543859649122807,0.031578947368421054,0.1280701754385965,0.0,0.0,0.0,0.156140350877193,30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,186.0,69.0,21.0,37.096774193548384,11.29032258064516,1
478,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,343000010127,30Q127,30,40.764979,-73.871196,"98-01 25TH AVE EAST ELMHURST, NY 11369",EAST ELMHURST,11369,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.669,53206.46,0.31,0.12,0.13,0.74,0.02,0.94,0.2,0.88,Approaching Target,0.72,Approaching Target,0.87,Meeting Target,0.52,Not Meeting Target,0.76,Not Meeting Target,0.77,Approaching Target,Meeting Target,2.35,2.42,377,0.13793103448275862,0.0,0.007957559681697613,0.10875331564986737,0.005305039787798408,0.0,0.0,0.0,0.11405835543766578,379,0.09234828496042216,0.0,0.0,0.0712401055408971,0.005277044854881266,0.0,0.0,0.0,0.0712401055408971,30Q127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,116.0,15.0,2.5,12.931034482758621,2.1551724137931036,1
479,I.S. 141 THE STEINWAY,343000010141,30Q141,30,40.775892999999996,-73.90456400000001,"37-11 21ST AVE LONG ISLAND CITY, NY 11105",LONG ISLAND CITY,11105,"06,07,08",06,08,No,0.513,,0.06,0.23,0.04,0.38,0.34,0.95,0.12,0.89,Meeting Target,0.89,Exceeding Target,0.85,Meeting Target,0.78,Approaching Target,0.73,Approaching Target,0.87,Approaching Target,Meeting Target,2.87,3.03,1086,0.2274401473296501,0.0,0.003683241252302026,0.056169429097605895,0.08747697974217311,0.07366482504604052,0.0,0.0009208103130755065,0.11602209944751381,1067,0.2727272727272727,0.0,0.0018744142455482662,0.06560449859418932,0.1105904404873477,0.08622305529522024,0.0,0.0009372071227741331,0.13776944704779756,30Q141,I.S. 141 THE STEINWAY,402.0,168.0,31.0,41.7910447761194,7.711442786069651,1
